id,departure city,discount,price,no of items,location,class,segment,sub-class,delivery type,RID,profit,delivery date,address code,departure state,placement date
3238,New York City,0,14.9,5,East,kariox,Consumer,laptop,Standard Class,5914,1.043,01-09-2019,10035,New York,01-09-2019
3239,Seattle,0.2,25.032,3,West,kariox,Corporate,headset,First Class,4062,7.8225,01-09-2019,98105,Washington,01-09-2019
3240,Orlando,0.2,87.168,3,South,fynota,Consumer,chocolates,Standard Class,3530,10.896,01-09-2019,32839,Florida,01-09-2019
3241,New York City,0.4,344.22,2,East,qexty,Home Office,hoodies,Standard Class,3016,-103.266,01-09-2019,10035,New York,01-09-2019
3242,Houston,0.8,6.588,3,Central,kariox,Corporate,headset,Standard Class,1676,-10.2114,01-09-2019,77041,Texas,01-09-2019
3243,Houston,0.6,21.936,2,Central,qexty,Corporate,shorts,Standard Class,1675,-10.4196,01-09-2019,77041,Texas,01-09-2019
3244,Los Angeles,0,32.4,5,West,kariox,Home Office,phone,Second Class,1016,15.552,01-09-2019,90036,California,01-09-2019
3245,Philadelphia,0.2,15.76,2,East,kariox,Consumer,television,Standard Class,34,3.546,01-09-2019,19140,Pennsylvania,01-09-2019
3246,Philadelphia,0.7,6.858,6,East,kariox,Consumer,headset,Standard Class,33,-5.715,01-09-2019,19140,Pennsylvania,01-09-2019
3247,Philadelphia,0.2,86.304,6,East,kariox,Consumer,television,Standard Class,32,9.7092,01-09-2019,19140,Pennsylvania,01-09-2019
3248,Philadelphia,0.2,3.264,2,East,kariox,Consumer,watch,Standard Class,31,1.1016,01-09-2019,19140,Pennsylvania,01-09-2019
3249,Philadelphia,0.2,124.2,3,East,qexty,Consumer,shorts,Standard Class,30,15.525,01-09-2019,19140,Pennsylvania,01-09-2019
3250,Philadelphia,0.7,9.618,2,East,kariox,Consumer,headset,Standard Class,29,-7.0532,01-09-2019,19140,Pennsylvania,01-09-2019
3251,Philadelphia,0.5,3083.43,7,East,qexty,Consumer,pants,Standard Class,28,-1665.0522,01-09-2019,19140,Pennsylvania,01-09-2019
3252,North Charleston,0,269.49,3,South,kariox,Consumer,laptop,Second Class,2449,5.3898,01-09-2019,29406,South Carolina,01-09-2019
3253,Los Angeles,0.2,170.136,3,West,qexty,Corporate,hoodies,Standard Class,1815,-8.5068,01-09-2019,90045,California,01-09-2019
3254,Mobile,0,1056.86,7,South,qexty,Consumer,tshirts,Standard Class,3819,306.4894,01-09-2019,36608,Alabama,01-09-2019
3255,Anaheim,0,209.7,2,West,kariox,Corporate,phone,First Class,9911,100.656,01-09-2019,92804,California,01-09-2019
3256,Auburn,0,105.98,2,East,kariox,Consumer,laptop,Standard Class,5206,4.2392,01-09-2019,13021,New York,01-09-2019
3257,Auburn,0,9.26,2,East,kariox,Consumer,television,Standard Class,5205,3.0558,01-09-2019,13021,New York,01-09-2019
3258,New York City,0,12.6,4,East,kariox,Consumer,tablet,Standard Class,2901,6.048,01-09-2019,10035,New York,01-09-2019
3259,New York City,0.2,479.984,2,East,fynota,Consumer,fastfood,Standard Class,2900,59.998,01-09-2019,10035,New York,01-09-2019
3260,Paterson,0,111.04,4,East,kariox,Home Office,battery,Standard Class,8864,29.9808,01-09-2019,7501,New Jersey,01-09-2019
3261,Paterson,0,209.6,4,East,kariox,Home Office,headset,Standard Class,8863,96.416,01-09-2019,7501,New Jersey,01-09-2019
3262,Paterson,0,8.92,4,East,qexty,Home Office,shorts,Standard Class,8862,3.9248,01-09-2019,7501,New Jersey,01-09-2019
3263,Paterson,0,31.05,3,East,kariox,Home Office,tablet,Standard Class,8861,14.904,01-09-2019,7501,New Jersey,01-09-2019
3264,Aurora,0.2,24.64,4,West,qexty,Corporate,shorts,First Class,8550,4.004,01-09-2019,80013,Colorado,01-09-2019
3265,New York City,0,772.68,4,East,kariox,Corporate,laptop,Second Class,8029,108.1752,01-09-2019,10035,New York,01-09-2019
3266,New York City,0,19.99,1,East,fynota,Corporate,chocolates,Second Class,8028,6.7966,01-09-2019,10035,New York,01-09-2019
3267,New York City,0,78.8,1,East,kariox,Corporate,laptop,Second Class,8027,1.576,01-09-2019,10035,New York,01-09-2019
3268,Provo,0,912.75,5,West,qexty,Consumer,hoodies,Standard Class,1375,118.6575,01-09-2019,84604,Utah,01-09-2019
3269,New York City,0,210.68,2,East,qexty,Corporate,shorts,Second Class,8026,50.5632,01-09-2019,10035,New York,01-09-2019
3270,San Diego,0,265.86,7,West,kariox,Corporate,television,Standard Class,6673,79.758,01-09-2019,92024,California,01-09-2019
3271,Auburn,0,1.24,1,East,kariox,Consumer,lighting,Standard Class,5207,0.5828,01-09-2019,13021,New York,01-09-2019
3272,Auburn,0,20.7,2,East,kariox,Consumer,tablet,Standard Class,5208,9.936,01-09-2019,13021,New York,01-09-2019
3273,Paterson,0,38.88,6,East,kariox,Home Office,phone,Standard Class,8865,18.6624,01-09-2019,7501,New Jersey,01-09-2019
3274,Auburn,0,28.9,5,East,kariox,Consumer,phone,Standard Class,5209,14.161,01-09-2019,13021,New York,01-09-2019
3275,Anaheim,0,44.67,3,West,qexty,Corporate,shorts,First Class,9910,12.0609,01-09-2019,92804,California,01-09-2019
3276,Anaheim,0,207.35,5,West,qexty,Corporate,shorts,First Class,9909,24.882,01-09-2019,92804,California,01-09-2019
3277,Anaheim,0.2,717.72,3,West,qexty,Corporate,tshirts,First Class,9908,71.772,01-09-2019,92804,California,01-09-2019
3278,Anaheim,0.2,25.032,3,West,kariox,Corporate,headset,First Class,9907,7.8225,01-09-2019,92804,California,01-09-2019
3279,Anaheim,0,131.88,7,West,qexty,Corporate,shorts,First Class,9906,55.3896,01-09-2019,92804,California,01-09-2019
3280,Jacksonville,0.7,13.092,4,South,kariox,Consumer,headset,Standard Class,8264,-10.0372,01-09-2019,28540,North Carolina,01-09-2019
3281,Chicago,0.2,7.824,1,Central,kariox,Consumer,watch,Second Class,8186,2.934,01-09-2019,60623,Illinois,01-09-2019
3282,Atlanta,0,69.93,7,South,kariox,Consumer,phone,Standard Class,6789,31.4685,01-09-2019,30318,Georgia,01-09-2019
3283,Chicago,0.3,170.072,4,Central,qexty,Consumer,tshirts,Second Class,8187,-12.148,01-09-2019,60623,Illinois,01-09-2019
3284,Philadelphia,0.7,2.412,1,East,kariox,Consumer,headset,Standard Class,6353,-2.01,01-09-2019,19120,Pennsylvania,01-09-2019
3285,Columbus,0,1516.2,7,Central,qexty,Consumer,tshirts,Standard Class,5189,394.212,01-09-2019,47201,Indiana,01-09-2019
3286,Columbus,0,199.96,4,Central,fynota,Consumer,chocolates,Standard Class,5188,15.9968,01-09-2019,47201,Indiana,01-09-2019
3287,Seattle,0,21.98,2,West,fynota,Consumer,chocolates,Second Class,9056,8.5722,01-09-2019,98103,Washington,01-09-2019
3288,Auburn,0,27.18,1,East,kariox,Consumer,watch,Standard Class,5210,12.7746,01-09-2019,13021,New York,01-09-2019
3289,Atlanta,0,129.93,3,South,qexty,Consumer,shorts,Standard Class,6788,12.993,01-09-2019,30318,Georgia,01-09-2019
3290,Lakeland,0.2,55.944,7,South,fynota,Consumer,colddrinks,Same Day,4252,-13.2867,01-10-2019,33801,Florida,01-10-2019
3291,Houston,0.2,150.384,2,Central,fynota,Consumer,colddrinks,First Class,5420,15.0384,01-10-2019,77041,Texas,01-10-2019
3292,Lakeland,0.2,10.688,2,South,kariox,Consumer,television,Same Day,4253,2.2712,01-10-2019,33801,Florida,01-10-2019
3293,San Diego,0.2,842.352,3,West,qexty,Consumer,tshirts,Second Class,3873,42.1176,01-10-2019,92105,California,01-10-2019
3294,Lakeland,0.2,11.824,2,South,fynota,Consumer,colddrinks,Same Day,4254,1.0346,01-10-2019,33801,Florida,01-10-2019
3295,Seattle,0.2,3.592,1,West,kariox,Corporate,headset,Standard Class,4275,1.1225,01-10-2019,98105,Washington,01-10-2019
3296,Houston,0.2,36.288,7,Central,kariox,Consumer,phone,First Class,5419,12.7008,01-10-2019,77041,Texas,01-10-2019
3297,Lubbock,0.2,60.736,8,Central,kariox,Consumer,phone,Standard Class,8493,20.4984,01-10-2019,79424,Texas,01-10-2019
3298,Houston,0.2,10.368,2,Central,kariox,Corporate,phone,Standard Class,5375,3.6288,01-10-2019,77041,Texas,01-10-2019
3299,Lubbock,0.8,6.08,1,Central,kariox,Consumer,headset,Standard Class,8495,-10.336,01-10-2019,79424,Texas,01-10-2019
3300,Houston,0.2,15.552,3,Central,kariox,Corporate,phone,Standard Class,5373,5.4432,01-10-2019,77041,Texas,01-10-2019
3301,San Francisco,0,60.45,3,West,kariox,Consumer,television,Standard Class,4381,16.3215,01-10-2019,94110,California,01-10-2019
3302,Houston,0.3,347.361,7,Central,qexty,Corporate,hoodies,Standard Class,5374,-69.4722,01-10-2019,77041,Texas,01-10-2019
3303,Oakland,0.2,454.272,8,West,qexty,Home Office,tshirts,First Class,6424,-73.8192,01-10-2019,94601,California,01-10-2019
3304,San Diego,0,11.8,4,West,kariox,Consumer,watch,Second Class,3872,5.664,01-10-2019,92105,California,01-10-2019
3305,San Antonio,0.8,3.592,4,Central,kariox,Home Office,headset,Standard Class,5487,-6.286,01-10-2019,78207,Texas,01-10-2019
3306,Lubbock,0.2,479.976,3,Central,fynota,Consumer,fastfood,Standard Class,8494,161.9919,01-10-2019,79424,Texas,01-10-2019
3307,San Diego,0,11.56,2,West,kariox,Consumer,phone,Second Class,3871,5.6644,01-10-2019,92105,California,01-10-2019
3308,Seattle,0,10.11,3,West,qexty,Consumer,shorts,Standard Class,9417,3.2352,01-10-2019,98115,Washington,01-10-2019
3309,San Diego,0.2,240.784,1,West,qexty,Consumer,tshirts,Second Class,3869,27.0882,01-10-2019,92105,California,01-10-2019
3310,Seattle,0.2,249.584,2,West,fynota,Consumer,colddrinks,Standard Class,9415,15.599,01-10-2019,98115,Washington,01-10-2019
3311,San Francisco,0.2,253.176,3,West,qexty,Consumer,hoodies,Standard Class,4382,-31.647,01-10-2019,94110,California,01-10-2019
3312,Mcallen,0.8,73.164,6,Central,kariox,Home Office,battery,Standard Class,6137,-186.5682,01-10-2019,78501,Texas,01-10-2019
3313,Seattle,0,17.94,3,West,kariox,Consumer,phone,Standard Class,9416,8.7906,01-10-2019,98115,Washington,01-10-2019
3314,Concord,0,34.44,3,East,kariox,Consumer,phone,First Class,872,17.22,01-10-2019,3301,New Hampshire,01-10-2019
3315,Detroit,0,149.95,5,Central,fynota,Corporate,colddrinks,Standard Class,3962,44.985,01-10-2019,48227,Michigan,01-10-2019
3316,Los Angeles,0,1640.7,5,West,kariox,Home Office,battery,Standard Class,5435,459.396,01-10-2019,90008,California,01-10-2019
3317,Los Angeles,0,270,3,West,fynota,Home Office,chocolates,Standard Class,5436,97.2,01-10-2019,90008,California,01-10-2019
3318,Dallas,0.8,1.72,1,Central,kariox,Consumer,headset,Second Class,8980,-2.838,01-10-2019,75220,Texas,01-10-2019
3319,San Francisco,0,239.97,3,West,fynota,Corporate,chocolates,Standard Class,8068,86.3892,01-10-2019,94109,California,01-10-2019
3320,San Francisco,0,16.02,6,West,qexty,Corporate,shorts,Standard Class,8069,6.0876,01-10-2019,94109,California,01-10-2019
3321,New York City,0,24.56,2,East,kariox,Consumer,phone,First Class,8574,11.5432,01-10-2019,10035,New York,01-10-2019
3322,Los Angeles,0,74.76,7,West,qexty,Consumer,shorts,Standard Class,9058,23.9232,01-10-2019,90045,California,01-10-2019
3323,Los Angeles,0.2,364.776,3,West,qexty,Consumer,hoodies,Standard Class,9059,27.3582,01-10-2019,90045,California,01-10-2019
3324,Bloomington,0.8,5.176,4,Central,kariox,Consumer,headset,Standard Class,1174,-7.764,01-10-2019,61701,Illinois,01-10-2019
3325,Hollywood,0.2,9.952,1,South,kariox,Consumer,laptop,Second Class,8474,0.9952,01-10-2019,33021,Florida,01-10-2019
3326,San Diego,0,148.32,9,West,fynota,Consumer,chocolates,Second Class,3868,63.7776,01-10-2019,92105,California,01-10-2019
3327,San Diego,0.2,191.968,7,West,qexty,Consumer,tshirts,Second Class,3870,16.7972,01-10-2019,92105,California,01-10-2019
3328,Newark,0,158.99,1,East,fynota,Corporate,colddrinks,Standard Class,6539,41.3374,01-10-2019,19711,Delaware,01-10-2019
3329,Redlands,0,17.45,5,West,kariox,Consumer,lighting,Same Day,2111,8.027,01-10-2019,92374,California,01-10-2019
3330,Sparks,0,79.36,4,West,kariox,Consumer,television,Second Class,7089,23.808,01-10-2019,89431,Nevada,01-10-2019
3331,Redlands,0,14.28,7,West,kariox,Corporate,watch,Standard Class,195,6.7116,01-11-2019,92374,California,01-10-2019
3332,Jackson,0,70.12,4,Central,kariox,Home Office,charger,Standard Class,398,21.036,01-11-2019,49201,Michigan,01-10-2019
3333,Buffalo,0,2.78,2,East,kariox,Consumer,television,Second Class,1232,0.7228,01-11-2019,14215,New York,01-10-2019
3334,Buffalo,0,79.96,2,East,kariox,Consumer,watch,Second Class,1233,35.982,01-11-2019,14215,New York,01-10-2019
3335,Salinas,0.2,9.728,2,West,kariox,Corporate,headset,Second Class,1427,3.2832,01-11-2019,93905,California,01-10-2019
3336,Salinas,0,14.75,5,West,kariox,Corporate,watch,Second Class,1428,7.08,01-11-2019,93905,California,01-10-2019
3337,Salinas,0.2,29.8,5,West,kariox,Corporate,headset,Second Class,1429,9.3125,01-11-2019,93905,California,01-10-2019
3338,Salinas,0,427.42,14,West,kariox,Corporate,tablet,Second Class,1430,196.6132,01-11-2019,93905,California,01-10-2019
3339,Redlands,0,19.98,1,West,kariox,Consumer,phone,Same Day,2108,9.3906,01-10-2019,92374,California,01-10-2019
3340,Redlands,0.2,398.352,3,West,kariox,Consumer,headset,Same Day,2109,124.485,01-10-2019,92374,California,01-10-2019
3341,Redlands,0,5.04,3,West,kariox,Consumer,television,Same Day,2110,1.26,01-10-2019,92374,California,01-10-2019
3342,Redlands,0.2,323.136,4,West,qexty,Consumer,tshirts,Same Day,2112,20.196,01-10-2019,92374,California,01-10-2019
3343,Redlands,0,29.7,3,West,kariox,Consumer,charger,Same Day,2113,8.019,01-10-2019,92374,California,01-10-2019
3344,Redlands,0.2,1295.84,4,West,fynota,Consumer,colddrinks,Same Day,2114,145.782,01-10-2019,92374,California,01-10-2019
3345,Redlands,0,46.84,2,West,kariox,Consumer,laptop,Same Day,2115,12.6468,01-10-2019,92374,California,01-10-2019
3346,Mcallen,0.2,27.696,3,Central,fynota,Home Office,chocolates,Standard Class,6136,3.462,01-10-2019,78501,Texas,01-10-2019
3347,Redlands,0.15,425.833,1,West,qexty,Consumer,pants,Same Day,2116,20.0392,01-10-2019,92374,California,01-10-2019
3348,New York City,0,1035.8,4,East,fynota,Corporate,sweets,Same Day,8478,269.308,01-10-2019,10024,New York,01-10-2019
3349,Virginia Beach,0,182.91,3,South,kariox,Consumer,battery,First Class,5253,53.0439,01-11-2019,23464,Virginia,01-10-2019
3350,Denver,0.2,15.488,4,West,qexty,Corporate,shorts,Second Class,3694,3.6784,01-11-2019,80219,Colorado,01-10-2019
3351,Denver,0.2,87.96,5,West,fynota,Corporate,colddrinks,Second Class,3693,30.786,01-11-2019,80219,Colorado,01-10-2019
3352,Denver,0.2,582.336,8,West,qexty,Corporate,tshirts,Same Day,9393,-29.1168,01-10-2019,80219,Colorado,01-10-2019
3353,Rancho Cucamonga,0,5.76,2,West,kariox,Corporate,tablet,Standard Class,2090,2.6496,01-10-2019,91730,California,01-10-2019
3354,Peoria,0.2,105.584,2,West,fynota,Corporate,colddrinks,Second Class,5160,9.2386,01-10-2019,85345,Arizona,01-10-2019
3355,Peoria,0.2,68.72,2,West,fynota,Corporate,colddrinks,Second Class,5161,-14.603,01-10-2019,85345,Arizona,01-10-2019
3356,Springfield,0.2,146.544,6,West,kariox,Corporate,tablet,Standard Class,8081,47.6268,01-11-2019,97477,Oregon,01-10-2019
3357,Springfield,0.2,131.904,3,West,kariox,Corporate,phone,Standard Class,8082,47.8152,01-11-2019,97477,Oregon,01-10-2019
3358,Springfield,0.2,203.88,5,West,kariox,Corporate,battery,Standard Class,8083,20.388,01-11-2019,97477,Oregon,01-10-2019
3359,Springfield,0.7,14.301,7,West,kariox,Corporate,headset,Standard Class,8084,-10.4874,01-11-2019,97477,Oregon,01-10-2019
3360,Newark,0,291.1,5,East,qexty,Corporate,tshirts,Standard Class,6540,75.686,01-10-2019,19711,Delaware,01-10-2019
3361,Springfield,0.2,718.64,10,West,kariox,Corporate,laptop,Standard Class,8085,-161.694,01-11-2019,97477,Oregon,01-10-2019
3362,Henderson,0,36.63,3,South,kariox,Consumer,laptop,Standard Class,998,9.8901,01-11-2019,42420,Kentucky,01-10-2019
3363,Henderson,0,24.1,5,South,qexty,Consumer,shorts,Standard Class,999,9.158,01-11-2019,42420,Kentucky,01-10-2019
3364,Henderson,0,33.11,7,South,qexty,Consumer,shorts,Standard Class,1000,12.9129,01-11-2019,42420,Kentucky,01-10-2019
3365,San Francisco,0,33.4,5,West,kariox,Corporate,phone,Standard Class,6325,16.032,01-11-2019,94109,California,01-10-2019
3366,San Francisco,0,210.84,4,West,kariox,Corporate,watch,Standard Class,6326,103.3116,01-11-2019,94109,California,01-10-2019
3367,Detroit,0,299.9,2,Central,fynota,Home Office,colddrinks,Second Class,1919,74.975,01-11-2019,48227,Michigan,01-10-2019
3368,Denver,0.7,59.994,2,West,fynota,Corporate,sweets,Second Class,3691,-45.9954,01-11-2019,80219,Colorado,01-10-2019
3369,Denver,0.2,439.992,1,West,fynota,Corporate,fastfood,Second Class,3692,164.997,01-11-2019,80219,Colorado,01-10-2019
3370,Henderson,0,10.67,1,South,kariox,Consumer,watch,Standard Class,997,4.9082,01-11-2019,42420,Kentucky,01-10-2019
3371,Los Angeles,0,77.88,2,West,kariox,Consumer,laptop,Same Day,3405,3.894,01-10-2019,90004,California,01-10-2019
3372,Detroit,0,38.28,6,Central,kariox,Corporate,headset,Standard Class,3961,17.6088,01-10-2019,48227,Michigan,01-10-2019
3373,Dallas,0.8,3.96,10,Central,kariox,Home Office,headset,Standard Class,7907,-6.93,01-10-2019,75217,Texas,01-10-2019
3374,Columbus,0.7,32.07,5,East,kariox,Consumer,headset,Second Class,782,-22.449,01-10-2019,43229,Ohio,01-10-2019
3375,Columbus,0.2,24,2,East,fynota,Consumer,chocolates,Second Class,783,-2.7,01-10-2019,43229,Ohio,01-10-2019
3376,Columbus,0.5,35.49,1,East,qexty,Consumer,pants,Second Class,784,-15.6156,01-10-2019,43229,Ohio,01-10-2019
3377,Columbus,0.2,47.984,2,East,fynota,Consumer,chocolates,Second Class,785,0.5998,01-10-2019,43229,Ohio,01-10-2019
3378,Reading,0.2,15.008,2,East,kariox,Corporate,laptop,Standard Class,1922,1.5008,01-10-2019,19601,Pennsylvania,01-10-2019
3379,Los Angeles,0.15,120.666,2,West,qexty,Consumer,pants,Standard Class,3075,18.4548,01-10-2019,90032,California,01-10-2019
3380,Warner Robins,0,392.94,3,South,qexty,Corporate,tshirts,Second Class,636,43.2234,01-10-2019,31088,Georgia,01-10-2019
3381,San Francisco,0,26.96,2,West,kariox,Consumer,laptop,First Class,1300,7.0096,01-10-2019,94109,California,01-10-2019
3382,Philadelphia,0.2,64.944,3,East,qexty,Home Office,shorts,Standard Class,2128,6.4944,01-10-2019,19134,Pennsylvania,01-10-2019
3383,Philadelphia,0.2,20.736,4,East,kariox,Home Office,phone,Standard Class,2129,7.2576,01-10-2019,19134,Pennsylvania,01-10-2019
3384,Springfield,0,46.2,4,South,kariox,Home Office,television,Standard Class,928,12.936,01-10-2019,22153,Virginia,01-10-2019
3385,Springfield,0,28.84,2,South,kariox,Home Office,battery,Standard Class,929,9.5172,01-10-2019,22153,Virginia,01-10-2019
3386,Wilmington,0,77.55,5,East,kariox,Corporate,laptop,Second Class,4622,21.714,01-10-2019,19805,Delaware,01-10-2019
3387,Cincinnati,0.2,53.04,3,East,fynota,Consumer,chocolates,First Class,5611,-4.641,01-10-2019,45231,Ohio,01-10-2019
3388,Portland,0.7,66.294,1,West,qexty,Consumer,pants,Standard Class,6226,-103.8606,01-10-2019,97206,Oregon,01-10-2019
3389,Portland,0.2,291.168,4,West,qexty,Consumer,tshirts,Standard Class,6227,-14.5584,01-10-2019,97206,Oregon,01-10-2019
3390,Columbus,0.2,288,4,East,fynota,Consumer,chocolates,Standard Class,8769,57.6,01-10-2019,43229,Ohio,01-10-2019
3391,Hillsboro,0.2,53.04,3,West,fynota,Consumer,chocolates,First Class,8744,-4.641,01-10-2019,97123,Oregon,01-10-2019
3392,San Francisco,0,145.9,5,West,qexty,Consumer,shorts,Standard Class,5509,62.737,01-10-2019,94122,California,01-10-2019
3393,Hillsboro,0.2,11.032,1,West,qexty,Consumer,shorts,First Class,8743,3.0338,01-10-2019,97123,Oregon,01-10-2019
3394,Rockville,0,7.38,1,East,kariox,Consumer,headset,Second Class,8190,3.6162,01-10-2019,20852,Maryland,01-10-2019
3395,New York City,0,824.97,3,East,fynota,Corporate,colddrinks,Second Class,6969,214.4922,01-10-2019,10011,New York,01-10-2019
3396,Aurora,0.2,139.424,4,West,kariox,Corporate,laptop,Standard Class,1444,17.428,01-10-2019,80013,Colorado,01-10-2019
3397,Cambridge,0,22.45,5,East,kariox,Home Office,headset,Second Class,6269,10.327,01-10-2019,2138,Massachusetts,01-10-2019
3398,Quincy,0.8,2.992,4,Central,kariox,Consumer,headset,Standard Class,9035,-4.488,01-10-2019,62301,Illinois,01-10-2019
3399,Quincy,0.2,108.768,4,Central,fynota,Consumer,chocolates,Standard Class,9036,2.7192,01-10-2019,62301,Illinois,01-10-2019
3400,Portland,0.2,572.8,2,West,fynota,Consumer,colddrinks,First Class,9489,50.12,01-10-2019,97206,Oregon,01-10-2019
3401,San Diego,0.2,57.504,6,West,kariox,Corporate,headset,Standard Class,2043,20.1264,01-10-2019,92105,California,01-10-2019
3402,Lakewood,0,94.85,5,East,kariox,Corporate,phone,Standard Class,3220,45.528,01-10-2019,8701,New Jersey,01-10-2019
3403,Lakewood,0,51.12,4,East,kariox,Corporate,watch,Standard Class,3221,23.004,01-10-2019,8701,New Jersey,01-10-2019
3404,Lakewood,0,90,1,East,fynota,Corporate,chocolates,Standard Class,3222,32.4,01-10-2019,8701,New Jersey,01-10-2019
3405,Los Angeles,0,270.34,14,West,kariox,Home Office,laptop,Second Class,3903,75.6952,01-10-2019,90045,California,01-10-2019
3406,Wilson,0.7,7.38,5,South,kariox,Home Office,headset,Standard Class,6630,-5.412,01-10-2019,27893,North Carolina,01-10-2019
3407,Los Angeles,0.2,11.808,3,West,kariox,Consumer,headset,First Class,6953,4.1328,01-10-2019,90008,California,01-10-2019
3408,Los Angeles,0.2,53.568,4,West,kariox,Consumer,headset,First Class,6954,19.4184,01-10-2019,90008,California,01-10-2019
3409,Los Angeles,0.2,503.96,5,West,fynota,Consumer,colddrinks,First Class,6955,50.396,01-10-2019,90008,California,01-10-2019
3410,Middletown,0,26.9,5,East,kariox,Corporate,headset,Standard Class,7797,13.181,01-10-2019,6457,Connecticut,01-10-2019
3411,Rockville,0,19.44,3,East,kariox,Consumer,phone,Second Class,8189,9.3312,01-10-2019,20852,Maryland,01-10-2019
3412,Thornton,0.2,10.944,2,West,kariox,Consumer,charger,Standard Class,8427,0.9576,01-10-2019,80229,Colorado,01-10-2019
3413,Houston,0.2,3.44,2,Central,kariox,Consumer,television,Standard Class,6454,0.559,01-10-2019,77036,Texas,01-10-2019
3414,Cambridge,0,311.98,2,East,fynota,Home Office,colddrinks,Second Class,6268,93.594,01-10-2019,2138,Massachusetts,01-10-2019
3415,Springfield,0,30.84,2,South,kariox,Consumer,laptop,Standard Class,882,8.3268,01-10-2019,22153,Virginia,01-10-2019
3416,New York City,0,51.84,8,East,kariox,Home Office,phone,First Class,192,24.8832,01-10-2019,10035,New York,01-10-2019
3417,New York City,0.2,626.352,3,East,qexty,Home Office,pants,First Class,193,46.9764,01-10-2019,10035,New York,01-10-2019
3418,New York City,0,19.9,5,East,kariox,Home Office,television,First Class,194,6.567,01-10-2019,10035,New York,01-10-2019
3419,Rochester,0.4,209.67,1,East,qexty,Consumer,hoodies,Second Class,2117,-13.978,01-10-2019,14609,New York,01-10-2019
3420,Noblesville,0,135.72,3,Central,fynota,Consumer,colddrinks,Second Class,2915,35.2872,01-10-2019,46060,Indiana,01-10-2019
3421,Noblesville,0,12.56,2,Central,kariox,Consumer,headset,Second Class,2916,5.652,01-10-2019,46060,Indiana,01-10-2019
3422,Noblesville,0,263.96,4,Central,fynota,Consumer,colddrinks,Second Class,2917,71.2692,01-10-2019,46060,Indiana,01-10-2019
3423,Seattle,0,17.9,2,West,fynota,Consumer,chocolates,Standard Class,7862,3.401,01-10-2019,98103,Washington,01-10-2019
3424,Seattle,0,81.96,2,West,kariox,Consumer,laptop,Standard Class,7863,0,01-10-2019,98103,Washington,01-10-2019
3425,Louisville,0,83.72,7,South,fynota,Consumer,colddrinks,Standard Class,847,23.4416,01-10-2019,40214,Kentucky,01-10-2019
3426,Louisville,0,287.94,3,South,qexty,Consumer,tshirts,Standard Class,848,77.7438,01-10-2019,40214,Kentucky,01-10-2019
3427,Orland Park,0.2,339.96,5,Central,fynota,Home Office,chocolates,Standard Class,110,67.992,01-10-2019,60462,Illinois,01-10-2019
3428,Amarillo,0.2,263.88,3,Central,fynota,Consumer,chocolates,Same Day,1438,42.8805,01-10-2019,79109,Texas,01-10-2019
3429,Amarillo,0.3,2453.43,5,Central,qexty,Consumer,tshirts,Same Day,1439,-350.49,01-10-2019,79109,Texas,01-10-2019
3430,Mount Pleasant,0,17.14,2,Central,qexty,Consumer,shorts,Same Day,4631,6.1704,01-10-2019,48858,Michigan,01-10-2019
3431,Dallas,0.6,131.376,6,Central,qexty,Consumer,shorts,Same Day,6878,-95.2476,01-10-2019,75217,Texas,01-10-2019
3432,Dallas,0.6,72.78,3,Central,qexty,Corporate,shorts,Standard Class,8134,-70.9605,01-10-2019,75081,Texas,01-10-2019
3433,New York City,0,71.76,6,East,fynota,Home Office,colddrinks,First Class,191,20.0928,01-10-2019,10035,New York,01-10-2019
3434,New York City,0.2,899.136,4,East,qexty,Home Office,pants,First Class,190,112.392,01-10-2019,10035,New York,01-10-2019
3435,Dallas,0.2,5.344,1,Central,kariox,Consumer,phone,Same Day,6879,1.8704,01-10-2019,75217,Texas,01-10-2019
3436,Fort Lauderdale,0.2,22.368,2,South,kariox,Consumer,laptop,Standard Class,5,2.5164,01-10-2019,33311,Florida,01-10-2019
3437,New York City,0,631.96,4,East,fynota,Consumer,colddrinks,Second Class,2490,303.3408,01-10-2019,10024,New York,01-10-2019
3438,Rochester,0,31.95,1,East,fynota,Consumer,chocolates,Second Class,5345,2.2365,01-10-2019,14609,New York,01-10-2019
3439,New York City,0,23.92,4,East,kariox,Consumer,phone,Second Class,2491,10.764,01-10-2019,10024,New York,01-10-2019
3440,Ann Arbor,0,619.95,5,Central,fynota,Corporate,chocolates,Second Class,5716,111.591,01-10-2019,48104,Michigan,01-10-2019
3441,Ann Arbor,0,29.16,3,Central,fynota,Corporate,colddrinks,Second Class,5717,8.4564,01-10-2019,48104,Michigan,01-10-2019
3442,Ann Arbor,0,57.96,7,Central,kariox,Corporate,watch,Second Class,5718,27.2412,01-10-2019,48104,Michigan,01-10-2019
3443,Ann Arbor,0.1,29.403,3,Central,kariox,Corporate,battery,Second Class,5719,5.2272,01-10-2019,48104,Michigan,01-10-2019
3444,Miami,0.7,1.872,2,South,kariox,Consumer,headset,Standard Class,7312,-1.3104,01-10-2019,33178,Florida,01-10-2019
3445,Miami,0.7,11.214,2,South,kariox,Consumer,headset,Standard Class,7313,-8.5974,01-10-2019,33178,Florida,01-10-2019
3446,Dallas,0.2,4.464,1,Central,kariox,Home Office,watch,Standard Class,7906,1.674,01-10-2019,75217,Texas,01-10-2019
